# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
NonBlockingReadAction.failedExecutionsCount,1789639278082000000,1789639338224000000,0
DirectByteBufferAllocator.reclaimed,1789639278082000000,1789639338224000000,45
FilePageCache.uncachedFileAccess,1789639278082000000,1789639338224000000,73
StreamlinedBlobStorage.totalLiveRecordsPayloadBytes,1789639278082000000,1789639338224000000,87
FilePageCache.capacityInBytes,1789639278082000000,1789639338224000000,629145600
FilePageCache.totalPageLoadsUs,1789639278082000000,1789639338224000000,95335
FilePageCache.pageFastCacheHits,1789639278082000000,1789639338224000000,3125
StreamlinedBlobStorage.recordsRelocated,1789639278082000000,1789639338224000000,0
MappedFileStorage.totalPagesMapped,1789639278082000000,1789639338224000000,6
DirectByteBufferAllocator.hits,1789639278082000000,1789639338224000000,3
StreamlinedBlobStorage.recordsDeleted,1789639278082000000,1789639338224000000,0
MappedFileStorage.totalBytesMapped,1789639278082000000,1789639338224000000,164626432
StorageLockContext.competingThreads.90P,1789639278082000000,1789639338224000000,0
StorageLockContext.competingThreads.max,1789639278082000000,1789639338224000000,0
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1789639278082000000,1789639338224000000,41959424
StorageLockContext.competingThreads.avg,1789639278082000000,1789639338224000000,0.0
DirectByteBufferAllocator.disposed,1789639278082000000,1789639338224000000,157
StreamlinedBlobStorage.totalLiveRecordsCapacityBytes,1789639278082000000,1789639338224000000,840
FilePageCache.pageLoads,1789639278082000000,1789639338224000000,160
DirectByteBufferAllocator.misses,1789639278082000000,1789639338224000000,157
MappedFileStorage.storages,1789639278082000000,1789639338224000000,6
FilePageCache.maxCacheSizeInBytes,1789639278082000000,1789639338224000000,162545664
FilePageCache.totalPageDisposalsUs,1789639278082000000,1789639338224000000,635
FilePageCache.pageHits,1789639278082000000,1789639338224000000,0
DirectByteBufferAllocator.totalSizeOfBuffersAllocatedInBytes,1789639278082000000,1789639338224000000,0
FilePageCache.disposedBuffers,1789639278082000000,1789639338224000000,160
MappedFileStorage.totalTimeSpentOnMappingUs,1789639278082000000,1789639338224000000,11944
FilePageCache.maxRegisteredFiles,1789639278082000000,1789639338224000000,431
StreamlinedBlobStorage.recordsAllocated,1789639278082000000,1789639338224000000,12
FileChannelInterruptsRetryer.totalRetriedAttempts,1789639278082000000,1789639338224000000,0
FilePageCache.pageLoadsAboveSizeThreshold,1789639278082000000,1789639338224000000,0
cacheStateStorage.get.duration,1789639338224000000,1789639360469000000,0
cacheStateStorage.set.counter,1789639338224000000,1789639360469000000,0
cacheStateStorage.get.counter,1789639338224000000,1789639360469000000,0
cacheStateStorage.set.duration,1789639338224000000,1789639360469000000,0
workspaceModel.cachedValue.calculated.count,1789639338224000000,1789639360469000000,0
workspaceModel.full.replace.project.model.ms,1789639338224000000,1789639360469000000,0
workspaceModel.cachedValueWithParameters.calculated.count,1789639338224000000,1789639360469000000,0
workspaceModel.cachedValue.clear.count,1789639338224000000,1789639360469000000,0
workspaceModel.collect.changes.ms,1789639338224000000,1789639360469000000,0
workspaceModel.pre.handlers.ms,1789639338224000000,1789639360469000000,0
workspaceModel.updates.count,1789639338224000000,1789639360469000000,0
workspaceModel.cachedValueWithParameters.from.cache.count,1789639338224000000,1789639360469000000,0
workspaceModel.cachedValue.total.get.count,1789639338224000000,1789639360469000000,0
workspaceModel.initializing.ms,1789639338224000000,1789639360469000000,0
workspaceModel.check.recursive.update.ms,1789639338224000000,1789639360469000000,0
workspaceModel.on.changed.ms,1789639338224000000,1789639360469000000,0
workspaceModel.cachedValueWithParameters.total.get.count,1789639338224000000,1789639360469000000,0
workspaceModel.cachedValueWithParameters.clear.count,1789639338224000000,1789639360469000000,0
workspaceModel.updates.ms,1789639338224000000,1789639360469000000,0
workspaceModel.loading.total.ms,1789639338224000000,1789639360469000000,0
workspaceModel.replace.project.model.ms,1789639338224000000,1789639360469000000,0
workspaceModel.entityStorageSnapshotImpl.instances.count,1789639338224000000,1789639360469000000,0
workspaceModel.update.unloaded.entities.ms,1789639338224000000,1789639360469000000,0
workspaceModel.to.snapshot.ms,1789639338224000000,1789639360469000000,0
workspaceModel.updates.precise.ms,1789639338224000000,1789639360469000000,0
workspaceModel.cachedValue.from.cache.count,1789639338224000000,1789639360469000000,0
workspaceModel.init.bridges.ms,1789639338224000000,1789639360469000000,0
workspaceModel.on.before.changed.ms,1789639338224000000,1789639360469000000,0
workspaceModel.loading.from.cache.ms,1789639338224000000,1789639360469000000,0
workspaceModel.moduleManagerBridge.get.modules.ms,1789639338224000000,1789639360469000000,0
workspaceModel.global.apply.state.to.project.ms,1789639338224000000,1789639360469000000,0
workspaceModel.mutableEntityStorage.mutable.vfurl.index.ms,1789639338224000000,1789639360469000000,0
workspaceModel.mutableEntityStorage.apply.changes.from.ms,1789639338224000000,1789639360469000000,0
workspaceModel.moduleManagerBridge.set.unloadedModules.ms,1789639338224000000,1789639360469000000,0
workspaceModel.sync.entities.ms,1789639338224000000,1789639360469000000,0
workspaceModel.mutableEntityStorage.collect.changes.ms,1789639338224000000,1789639360469000000,0
workspaceModel.mutableEntityStorage.referrers.ms,1789639338224000000,1789639360469000000,0
workspaceModel.moduleManagerBridge.create.module.instance.ms,1789639338224000000,1789639360469000000,0
workspaceModel.mutableEntityStorage.replace.by.source.ms,1789639338224000000,1789639360469000000,0
workspaceModel.mutableEntityStorage.resolve.ms,1789639338224000000,1789639360469000000,0
jps.save.global.entities.ms,1789639338224000000,1789639360469000000,0
workspaceModel.moduleManagerBridge.load.module.ms,1789639338224000000,1789639360469000000,0
workspaceModel.moduleManagerBridge.load.all.modules.ms,1789639338224000000,1789639360469000000,0
workspaceModel.mutableEntityStorage.put.entity.ms,1789639338224000000,1789639360469000000,0
workspaceModel.mutableEntityStorage.modify.entity.ms,1789639338224000000,1789639360469000000,0
jps.load.initial.state.ms,1789639338224000000,1789639360469000000,0
workspaceModel.moduleManagerBridge.build.module.graph.ms,1789639338224000000,1789639360469000000,0
workspaceModel.mutableEntityStorage.instances.count,1789639338224000000,1789639360469000000,0
workspaceModel.global.apply.state.to.project.builder.ms,1789639338224000000,1789639360469000000,0
workspaceModel.mutableEntityStorage.add.entity.ms,1789639338224000000,1789639360469000000,0
workspaceModel.global.updates.count,1789639338224000000,1789639360469000000,0
workspaceModel.mutableEntityStorage.to.snapshot.ms,1789639338224000000,1789639360469000000,0
workspaceModel.mutableEntityStorage.has.same.entities.ms,1789639338224000000,1789639360469000000,0
workspaceModel.do.save.caches.ms,1789639338224000000,1789639360469000000,0
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForRemovedChild.ms,1789639338224000000,1789639360469000000,0
workspaceModel.mutableEntityStorage.entities.by.source.ms,1789639338224000000,1789639360469000000,0
workspaceModel.save.cache.to.file.ms,1789639338224000000,1789639360469000000,0
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForNewChild.ms,1789639338224000000,1789639360469000000,0
workspaceModel.moduleManagerBridge.newModule.ms,1789639338224000000,1789639360469000000,0
workspaceModel.moduleManagerBridge.new.nonPersistent.module.ms,1789639338224000000,1789639360469000000,0
workspaceModel.load.cache.from.file.ms,1789639338224000000,1789639360469000000,0
workspaceModel.load.cache.metadata.from.file.ms,1789639338224000000,1789639360469000000,0
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForRemovedParent.ms,1789639338224000000,1789639360469000000,0
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForNewParent.ms,1789639338224000000,1789639360469000000,0
workspaceModel.mutableEntityStorage.entities.ms,1789639338224000000,1789639360469000000,0
workspaceModel.mutableEntityStorage.remove.entity.ms,1789639338224000000,1789639360469000000,0
workspaceModel.global.updates.ms,1789639338224000000,1789639360469000000,0
workspaceModel.mutableEntityStorage.mutable.ext.mapping.ms,1789639338224000000,1789639360469000000,0
workspaceModel.mutableEntityStorage.hasReferrers.ms,1789639338224000000,1789639360469000000,0
Indexing.cache.totalCacheEvicted,1789639338224000000,1789639360469000000,0
Indexing.writer_0.totalTimeSpentWritingMs,1789639338224000000,1789639360469000000,0
Indexing.writer_1.totalTimeSpentWritingMs,1789639338224000000,1789639360469000000,0
Indexing.writer_3.totalTimeSpentWritingMs,1789639338224000000,1789639360469000000,0
Indexing.writesQueuedMin,1789639338224000000,1789639360469000000,9223372036854775807
Indexing.cache.totalCacheAccesses,1789639338224000000,1789639360469000000,0
Indexing.totalTimeIndexersSleptMs,1789639338224000000,1789639360469000000,0
Indexing.writesQueuedMax,1789639338224000000,1789639360469000000,0
Indexing.writer_2.totalTimeSpentWritingMs,1789639338224000000,1789639360469000000,0
Indexing.cache.totalCacheMisses,1789639338224000000,1789639360469000000,0
writeAction.count,1789639338224000000,1789639360469000000,0
DiskQueryRelay.tasksExecuted,1789639338224000000,1789639360469000000,0
writeAction.max.wait.ms,1789639338224000000,1789639360469000000,1
writeAction.wait.ms,1789639338224000000,1789639360469000000,0
DiskQueryRelay.taskExecutionTotalTimeUs,1789639338224000000,1789639360469000000,0
writeAction.median.wait.ms,1789639338224000000,1789639360469000000,0
DiskQueryRelay.taskWaitingTotalTimeUs,1789639338224000000,1789639360469000000,0
DiskQueryRelay.tasksRequested,1789639338224000000,1789639360469000000,0
VFS.invertedFileNameIndex.requests,1789639338224000000,1789639360469000000,0
VFS.fileChildByName,1789639338224000000,1789639360469000000,0
VFS.fileByIdCache.hits,1789639338224000000,1789639360469000000,0
VFS.fileByIdCache.misses,1789639338224000000,1789639360469000000,0
VFS.rootsCount,1789639338224000000,1789639360469000000,0.0
VFS.folderCaseSensitivityReads,1789639338224000000,1789639360469000000,0
NonBlockingReadAction.finalizedExecutionsCount,1789639338224000000,1789639360469000000,0
NonBlockingReadAction.finalizedExecutionTimeUs,1789639338224000000,1789639360469000000,0
NonBlockingReadAction.failedExecutionTimeUs,1789639338224000000,1789639360469000000,0
ReadAction.executionsCount,1789639338224000000,1789639360469000000,2
WriteAction.executionsCount,1789639338224000000,1789639360469000000,0
NonBlockingReadAction.failedExecutionsCount,1789639338224000000,1789639360469000000,0
DirectByteBufferAllocator.reclaimed,1789639338224000000,1789639360469000000,0
FilePageCache.uncachedFileAccess,1789639338224000000,1789639360469000000,0
FilePageCache.capacityInBytes,1789639338224000000,1789639360469000000,629145600
FilePageCache.totalPageLoadsUs,1789639338224000000,1789639360469000000,0
FilePageCache.pageFastCacheHits,1789639338224000000,1789639360469000000,0
MappedFileStorage.totalPagesMapped,1789639338224000000,1789639360469000000,0
DirectByteBufferAllocator.hits,1789639338224000000,1789639360469000000,0
MappedFileStorage.totalBytesMapped,1789639338224000000,1789639360469000000,0
StorageLockContext.competingThreads.90P,1789639338224000000,1789639360469000000,0
StorageLockContext.competingThreads.max,1789639338224000000,1789639360469000000,0
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1789639338224000000,1789639360469000000,41959424
StorageLockContext.competingThreads.avg,1789639338224000000,1789639360469000000,0.0
DirectByteBufferAllocator.disposed,1789639338224000000,1789639360469000000,0
FilePageCache.pageLoads,1789639338224000000,1789639360469000000,0
DirectByteBufferAllocator.misses,1789639338224000000,1789639360469000000,0
MappedFileStorage.storages,1789639338224000000,1789639360469000000,0
FilePageCache.maxCacheSizeInBytes,1789639338224000000,1789639360469000000,162545664
FilePageCache.totalPageDisposalsUs,1789639338224000000,1789639360469000000,0
FilePageCache.pageHits,1789639338224000000,1789639360469000000,0
DirectByteBufferAllocator.totalSizeOfBuffersAllocatedInBytes,1789639338224000000,1789639360469000000,0
FilePageCache.disposedBuffers,1789639338224000000,1789639360469000000,0
MappedFileStorage.totalTimeSpentOnMappingUs,1789639338224000000,1789639360469000000,11944
FilePageCache.maxRegisteredFiles,1789639338224000000,1789639360469000000,431
FileChannelInterruptsRetryer.totalRetriedAttempts,1789639338224000000,1789639360469000000,0
FilePageCache.pageLoadsAboveSizeThreshold,1789639338224000000,1789639360469000000,0
